mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
9.57426598072052,0.7599299655587586,0.16535727977752684,0.042852514878349006,balanced,20,300,"{'class_weight': 'balanced', 'max_depth': 20, 'n_estimators': 300}",0.8403693931398417,0.843421052631579,0.8212877792378449,0.823841059602649,0.8300132802124834,0.8180013236267373,0.8378728923476005,0.8413333333333334,0.8269986893840104,0.8138117806364252,0.8296950584152505,0.010030034957896807,1
6.833752107620239,0.2831451234494514,0.1359170198440552,0.04145599791154768,balanced,20,200,"{'class_weight': 'balanced', 'max_depth': 20, 'n_estimators': 200}",0.836748182419035,0.8402366863905325,0.8202764976958525,0.8260869565217391,0.8282694848084544,0.8169761273209549,0.8366688185926404,0.839572192513369,0.8238375900458416,0.8126684636118598,0.828134099992028,0.0093404694500969,2
1.813201904296875,0.08577622617472293,0.03161079883575439,0.002201087623176871,balanced,20,50,"{'class_weight': 'balanced', 'max_depth': 20, 'n_estimators': 50}",0.8402366863905325,0.83841059602649,0.8313570487483531,0.8245382585751979,0.825543120473996,0.8112449799196787,0.8286082474226805,0.839095744680851,0.8283093053735255,0.8107023411371237,0.827804632874843,0.009952617204030987,3
3.453056216239929,0.09903631532789241,0.0596987247467041,0.00641805550635682,balanced,20,100,"{'class_weight': 'balanced', 'max_depth': 20, 'n_estimators': 100}",0.8324538258575198,0.8401585204755614,0.8266315095583389,0.8223684210526315,0.8239947264337508,0.8175182481751825,0.8393782383419689,0.8333333333333334,0.8249180327868852,0.8156650911546253,0.8276419947169797,0.008033918985286628,4
7.8434409379959105,0.3887850443860825,0.13129634857177735,0.027354257508129816,,,200,"{'class_weight': None, 'max_depth': None, 'n_estimators': 200}",0.8385382059800665,0.8400537634408602,0.8263795423956931,0.8274932614555256,0.8189830508474576,0.8122033898305084,0.828363154406892,0.8340136054421768,0.8287441235728676,0.8159340659340659,0.8270706163306114,0.008739943971765987,5
11.833699536323547,0.41648283867344,0.17785019874572755,0.027105556012752482,,,300,"{'class_weight': None, 'max_depth': None, 'n_estimators': 300}",0.8390113560454242,0.835357624831309,0.8239247311827957,0.8258238063214526,0.8214528173794976,0.8124576844955992,0.8306878306878307,0.832425068119891,0.8313090418353576,0.8172484599589322,0.8269698420858089,0.007898709964255023,6
3.8071386575698853,0.2232310251608048,0.06630847454071045,0.012389068159148356,,,100,"{'class_weight': None, 'max_depth': None, 'n_estimators': 100}",0.8375499334221038,0.837272113436867,0.824396782841823,0.8221024258760108,0.8219363574813812,0.8116927260367097,0.8333333333333334,0.8333333333333334,0.8261455525606469,0.8140495867768595,0.8261812145099068,0.008657337360862953,7
10.870925641059875,0.29031334057785385,0.18655240535736084,0.011899821409296834,balanced,,300,"{'class_weight': 'balanced', 'max_depth': None, 'n_estimators': 300}",0.8403473613894455,0.8343558282208589,0.8252032520325203,0.8193592365371506,0.8273527420446851,0.811948404616429,0.830238726790451,0.8327645051194539,0.8212100611828688,0.8130193905817175,0.825579950851558,0.008792491631148175,8
4.038943862915039,0.2515829611403071,0.06685845851898194,0.014503147367384409,,20,100,"{'class_weight': None, 'max_depth': 20, 'n_estimators': 100}",0.8353413654618473,0.835030549898167,0.8250336473755047,0.8232118758434548,0.8216216216216217,0.8145650708024275,0.8236074270557029,0.8304969366916269,0.8300609343263372,0.8093599449415003,0.8248329374018188,0.007957112105621524,9
10.501291251182556,0.6784863371653702,0.1632158041000366,0.015099293378403609,,20,300,"{'class_weight': None, 'max_depth': 20, 'n_estimators': 300}",0.8411214953271028,0.8323150033944331,0.8205822613405552,0.8258238063214526,0.8206521739130435,0.8113590263691683,0.8232958305757776,0.8302658486707567,0.8284745762711865,0.8137931034482758,0.8247683125631751,0.008404465996073317,10
7.240016198158264,0.17567716454792684,0.12460722923278808,0.012526775788247143,balanced,,200,"{'class_weight': 'balanced', 'max_depth': None, 'n_estimators': 200}",0.8351206434316354,0.8323150033944331,0.8218623481781376,0.8231292517006803,0.8260869565217391,0.811948404616429,0.8307896483078965,0.8350444900752909,0.8200950441276307,0.8088642659279779,0.824525605628185,0.008702808093808993,11
7.440443348884583,0.5105080048749696,0.11160426139831543,0.014273215790884086,,20,200,"{'class_weight': None, 'max_depth': 20, 'n_estimators': 200}",0.8394403730846103,0.8317503392130258,0.8244788164088769,0.8208248816768087,0.8198504418762746,0.8116531165311653,0.8214996682149966,0.832425068119891,0.8244897959183674,0.8121128699242945,0.8238525370968312,0.00834869825005035,12
1.8852096557617188,0.18794333689835765,0.031724405288696286,0.004846964234453559,,20,50,"{'class_weight': None, 'max_depth': 20, 'n_estimators': 50}",0.8305647840531561,0.8290366350067843,0.822742474916388,0.8203389830508474,0.8189830508474576,0.8151658767772512,0.8282290279627164,0.8258503401360544,0.8239247311827957,0.8068965517241379,0.8221732455657589,0.006834703614833709,13
3.6921390771865843,0.25264601007286486,0.06446876525878906,0.010669044138261054,balanced,,100,"{'class_weight': 'balanced', 'max_depth': None, 'n_estimators': 100}",0.8327736736064473,0.8327691266079892,0.8203389830508474,0.8239292997960571,0.819047619047619,0.8060109289617486,0.8281353682813537,0.8323066392881588,0.8206521739130435,0.8041522491349481,0.8220116061688213,0.009834232599821824,14
